vesion,title,description,link,id,ns1:item_group_id,title2,link3,description4,ns1:google_product_category,ns1:l2_category,ns1:product_type,ns1:image_link,ns1:condition,ns1:size,ns1:color,ns1:availability,ns1:price,ns1:brand,ns1:shipping,ns1:sale_price,ns1:totaldiscount,ns1:pattern,ns1:adult,ns1:custom_label_3,ns1:custom_label_2,ns1:custom_label_4,ns1:gtin,ns1:gender,ns1:material
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200506770,200508081,THE VANCA Women Floral Print Dress with Lace Detail  ONLINE INDIA,https://www.shoppersstop.com/THE-VANCA-Women-Floral-Print-Dress-with-Lace-Detail/p-200506770,"flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Hit the party in style wearing this gorgeous flowy long dress. Featuring a vibrant floral pattern across the make and a lacy top-half, it is made to look you demure and classy. Crafted from a fine-quality fabric, this dress looks best with a pair of high-heeled stilettos.",2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/hb3/h3a/9065479602206/200508081_7086.jpg_230Wx334H,new,XL,Multi,in stock,1999 INR,THE VANCA,IN,600 INR,1399 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200506917,200508117,THE VANCA Women Floral Print Sleeveless Dress  ONLINE INDIA,https://www.shoppersstop.com/THE-VANCA-Women-Floral-Print-Sleeveless-Dress/p-200506917,"flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Add a dash of femininity to your look with this gorgeous sleeveless dress. Featuring a stunning leaf pattern with a hint of butterflies, it is cinched at the waist and is graced with a V-shaped back neck. Team it up with a pair of high-heeled stilettos to take your look to another level.",2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/h40/h2a/9144717639710/200508117_9212.png_230Wx334H,new,L,Black,in stock,1699 INR,THE VANCA,IN,510 INR,1189 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200506918,200508117,THE VANCA Women Floral Print Sleeveless Dress  ONLINE INDIA,https://www.shoppersstop.com/THE-VANCA-Women-Floral-Print-Sleeveless-Dress/p-200506918,"flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Add a dash of femininity to your look with this gorgeous sleeveless dress. Featuring a stunning leaf pattern with a hint of butterflies, it is cinched at the waist and is graced with a V-shaped back neck. Team it up with a pair of high-heeled stilettos to take your look to another level.",2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/h40/h2a/9144717639710/200508117_9212.png_230Wx334H,new,XL,Black,in stock,1699 INR,THE VANCA,IN,510 INR,1189 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200506374,200507983,PURYS Women Monochrome Printed Maxi Dress  ONLINE INDIA,https://www.shoppersstop.com/PURYS-Women-Monochrome-Printed-Maxi-Dress/p-200506374,"flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Be an effortless fashionista with this maxi dress. It comes in monochromatic shades that lend it a timeless appeal. The long sleeves and side slit add to your ease. Featuring a charming patterned print, it is the definition of trendy comfort.",2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/h11/hb6/9064888172574/200507983_9204.jpg_230Wx334H,new,S,Grey,in stock,1999 INR,PURYS,IN,1299 INR,700 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200506775,200508083,THE VANCA Women Short Dress with Lace Sleeves  ONLINE INDIA,https://www.shoppersstop.com/THE-VANCA-Women-Short-Dress-with-Lace-Sleeves/p-200506775,"flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Look fierce and every bit a diva wearing this chic short dress that features three-fourth lace sleeves. Its closed round neck pattern lends an understated vibe, thus, creating a semi-formal and comfortable look. Made from a superior-quality fabric, this dress is a perfect pick for fun cocktail evenings.",2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/hdf/h74/9065782018078/200508083_9607.jpg_230Wx334H,new,S,Red,in stock,1499 INR,THE VANCA,IN,450 INR,1049 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200506776,200508083,THE VANCA Women Short Dress with Lace Sleeves  ONLINE INDIA,https://www.shoppersstop.com/THE-VANCA-Women-Short-Dress-with-Lace-Sleeves/p-200506776,"flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Look fierce and every bit a diva wearing this chic short dress that features three-fourth lace sleeves. Its closed round neck pattern lends an understated vibe, thus, creating a semi-formal and comfortable look. Made from a superior-quality fabric, this dress is a perfect pick for fun cocktail evenings.",2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/hdf/h74/9065782018078/200508083_9607.jpg_230Wx334H,new,M,Red,in stock,1499 INR,THE VANCA,IN,450 INR,1049 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200506923,200508119,THE VANCA Women Sleeveless Lace Dress  ONLINE INDIA,https://www.shoppersstop.com/THE-VANCA-Women-Sleeveless-Lace-Dress/p-200506923,"flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Your search for the perfect cute lace dress ends here. This gorgeous piece is made from a super-fine quality lace that feels extremely comfortable against the skin and lends you a great fit. Cinched at the waist, it is sleeveless and looks stunning with a hint of pop as the ultimate accessory.",2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/h8c/hd2/9064379744286/200508119_9212.jpg_230Wx334H,new,S,Black,in stock,2199 INR,THE VANCA,IN,660 INR,1539 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200506926,200508119,THE VANCA Women Sleeveless Lace Dress  ONLINE INDIA,https://www.shoppersstop.com/THE-VANCA-Women-Sleeveless-Lace-Dress/p-200506926,"flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Your search for the perfect cute lace dress ends here. This gorgeous piece is made from a super-fine quality lace that feels extremely comfortable against the skin and lends you a great fit. Cinched at the waist, it is sleeveless and looks stunning with a hint of pop as the ultimate accessory.",2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/h8c/hd2/9064379744286/200508119_9212.jpg_230Wx334H,new,XL,Black,in stock,2199 INR,THE VANCA,IN,660 INR,1539 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200376451,200376871,PURYS Women Polyester Dress  ONLINE INDIA,https://www.shoppersstop.com/PURYS-Women-Polyester-Dress/p-200376451,flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Women Polyester Dress,2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/hd4/h83/8980791656478/200376871_8688.png_230Wx334H,new,M,Black,in stock,899 INR,PURYS,IN,809 INR,90 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200376452,200376871,PURYS Women Polyester Dress  ONLINE INDIA,https://www.shoppersstop.com/PURYS-Women-Polyester-Dress/p-200376452,flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Women Polyester Dress,2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/hd4/h83/8980791656478/200376871_8688.png_230Wx334H,new,L,Black,in stock,899 INR,PURYS,IN,809 INR,90 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200376453,200376871,PURYS Women Polyester Dress  ONLINE INDIA,https://www.shoppersstop.com/PURYS-Women-Polyester-Dress/p-200376453,flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Women Polyester Dress,2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/hd4/h83/8980791656478/200376871_8688.png_230Wx334H,new,XL,Black,in stock,899 INR,PURYS,IN,809 INR,90 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200376454,200376872,PURYS Women Polyester Dress  ONLINE INDIA,https://www.shoppersstop.com/PURYS-Women-Polyester-Dress/p-200376454,flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Women Polyester Dress,2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/h4d/h43/8979810549790/200376872_9100.png_230Wx334H,new,S,White,in stock,999 INR,PURYS,IN,899 INR,100 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200376456,200376872,PURYS Women Polyester Dress  ONLINE INDIA,https://www.shoppersstop.com/PURYS-Women-Polyester-Dress/p-200376456,flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Women Polyester Dress,2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/h4d/h43/8979810549790/200376872_9100.png_230Wx334H,new,L,White,in stock,999 INR,PURYS,IN,899 INR,100 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200376458,200376873,PURYS Women Polyester Dress  ONLINE INDIA,https://www.shoppersstop.com/PURYS-Women-Polyester-Dress/p-200376458,flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Women Polyester Dress,2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/h46/he5/8980672577566/200376873_9111.png_230Wx334H,new,S,Beige,in stock,999 INR,PURYS,IN,899 INR,100 INR,,N,Y,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200376358,200376848,PURYS Women Party Lace Dress  ONLINE INDIA,https://www.shoppersstop.com/PURYS-Women-Party-Lace-Dress/p-200376358,flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Women Party Lace Dress,2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/hbe/h32/8980288864286/200376848_8688.png_230Wx334H,new,S,Black,in stock,999 INR,PURYS,IN,649 INR,350 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200376359,200376848,PURYS Women Party Lace Dress  ONLINE INDIA,https://www.shoppersstop.com/PURYS-Women-Party-Lace-Dress/p-200376359,flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Women Party Lace Dress,2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/hbe/h32/8980288864286/200376848_8688.png_230Wx334H,new,M,Black,in stock,999 INR,PURYS,IN,649 INR,350 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200376360,200376848,PURYS Women Party Lace Dress  ONLINE INDIA,https://www.shoppersstop.com/PURYS-Women-Party-Lace-Dress/p-200376360,flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Women Party Lace Dress,2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/hbe/h32/8980288864286/200376848_8688.png_230Wx334H,new,L,Black,in stock,999 INR,PURYS,IN,649 INR,350 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200376361,200376848,PURYS Women Party Lace Dress  ONLINE INDIA,https://www.shoppersstop.com/PURYS-Women-Party-Lace-Dress/p-200376361,flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Women Party Lace Dress,2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/hbe/h32/8980288864286/200376848_8688.png_230Wx334H,new,XL,Black,in stock,999 INR,PURYS,IN,649 INR,350 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200376371,200376851,PURYS Women Casual Printed Dress  ONLINE INDIA,https://www.shoppersstop.com/PURYS-Women-Casual-Printed-Dress/p-200376371,flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Women Casual Printed Dress,2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/h34/hff/8979884015646/200376851_9557.png_230Wx334H,new,M,Pink,in stock,749 INR,PURYS,IN,674 INR,75 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200376568,200376906,PURYS Women Rayon Shorts  ONLINE INDIA,https://www.shoppersstop.com/PURYS-Women-Rayon-Shorts/p-200376568,flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Women Rayon Shorts,207,Westernwear,Capris & Shorts,https://sslimages.shoppersstop.com/sys-master/images/h53/h5f/8980217266206/200376906_9463.png_230Wx334H,new,S,Green,in stock,799 INR,PURYS,IN,559 INR,240 INR,,N,Y,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200376372,200376851,PURYS Women Casual Printed Dress  ONLINE INDIA,https://www.shoppersstop.com/PURYS-Women-Casual-Printed-Dress/p-200376372,flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Women Casual Printed Dress,2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/h34/hff/8979884015646/200376851_9557.png_230Wx334H,new,L,Pink,in stock,749 INR,PURYS,IN,674 INR,75 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200376375,200376852,PURYS Women Casual Printed Dress  ONLINE INDIA,https://www.shoppersstop.com/PURYS-Women-Casual-Printed-Dress/p-200376375,flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Women Casual Printed Dress,2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/hf6/hf2/8979910950942/200376852_7086.png_230Wx334H,new,M,Multi,in stock,749 INR,PURYS,IN,674 INR,75 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200376376,200376852,PURYS Women Casual Printed Dress  ONLINE INDIA,https://www.shoppersstop.com/PURYS-Women-Casual-Printed-Dress/p-200376376,flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Women Casual Printed Dress,2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/hf6/hf2/8979910950942/200376852_7086.png_230Wx334H,new,L,Multi,in stock,749 INR,PURYS,IN,674 INR,75 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200376378,200376853,PURYS Women Party Printed Dress  ONLINE INDIA,https://www.shoppersstop.com/PURYS-Women-Party-Printed-Dress/p-200376378,flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Women Party Printed Dress,2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/h50/hd2/8980457193502/200376853_8688.png_230Wx334H,new,S,Black,in stock,899 INR,PURYS,IN,809 INR,90 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200376379,200376853,PURYS Women Party Printed Dress  ONLINE INDIA,https://www.shoppersstop.com/PURYS-Women-Party-Printed-Dress/p-200376379,flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Women Party Printed Dress,2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/h50/hd2/8980457193502/200376853_8688.png_230Wx334H,new,M,Black,in stock,899 INR,PURYS,IN,809 INR,90 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200376380,200376853,PURYS Women Party Printed Dress  ONLINE INDIA,https://www.shoppersstop.com/PURYS-Women-Party-Printed-Dress/p-200376380,flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Women Party Printed Dress,2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/h50/hd2/8980457193502/200376853_8688.png_230Wx334H,new,L,Black,in stock,899 INR,PURYS,IN,809 INR,90 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200376382,200376854,PURYS Women Blended Dress  ONLINE INDIA,https://www.shoppersstop.com/PURYS-Women-Blended-Dress/p-200376382,flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Women Blended Dress,2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/h31/h8d/8979615285278/200376854_8688.png_230Wx334H,new,S,Black,in stock,999 INR,PURYS,IN,699 INR,300 INR,,N,Y,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200376391,200376856,PURYS Women Blended Dress  ONLINE INDIA,https://www.shoppersstop.com/PURYS-Women-Blended-Dress/p-200376391,flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Women Blended Dress,2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/h03/hd3/8980498087966/200376856_9327.png_230Wx334H,new,M,Teal,in stock,1199 INR,PURYS,IN,1079 INR,120 INR,,N,N,Women,LP,,female,
2,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,Shoppers Stop Product Feed 2018 Apr 17 16:30:08,http://www.shoppersstop.com/,p-200376392,200376856,PURYS Women Blended Dress  ONLINE INDIA,https://www.shoppersstop.com/PURYS-Women-Blended-Dress/p-200376392,flipkart amazon jabong myntra ajio tatacliq Abof Ajio Lifestyle Pantaloons Women Blended Dress,2271,Westernwear,Dresses,https://sslimages.shoppersstop.com/sys-master/images/h03/hd3/8980498087966/200376856_9327.png_230Wx334H,new,L,Teal,in stock,1199 INR,PURYS,IN,1079 INR,120 INR,,N,N,Women,LP,,female,
